     Antarctic_slope            Shelf_press             SO_press_down_mod
   6.0826117361120224e-01   2.6696175953717843e+03   2.6682280670236655e+03
   6.0757565786054701e-01   2.6716634584964286e+03   2.6702728592987810e+03
   6.0689014210989201e-01   2.6737093405720439e+03   2.6723176705062083e+03
   6.0620462635923678e-01   2.6757552415979590e+03   2.6743625006452721e+03
   6.0551911060858166e-01   2.6778011615734999e+03   2.6764073497153040e+03
   6.0483359485792654e-01   2.6798471004979961e+03   2.6784522177156314e+03
   6.0414807910727153e-01   2.6818930583707752e+03   2.6804971046455858e+03
   6.0346256335661641e-01   2.6839390351911652e+03   2.6825420105044941e+03
   6.0277704760596118e-01   2.6859850309584949e+03   2.6845869352916866e+03
   6.0209153185530617e-01   2.6880310456720913e+03   2.6866318790064920e+03
   6.0140601610465094e-01   2.6900770793312827e+03   2.6886768416482400e+03
   6.0072050035399593e-01   2.6921231319353969e+03   2.6907218232162586e+03
   6.0003498460334082e-01   2.6941692034837624e+03   2.6927668237098760e+03
   5.9960422664042712e-01   2.6962152939757075e+03   2.6948118431284242e+03
   5.9917346867751331e-01   2.6982614034105591e+03   2.6968568814712312e+03
   5.9874271071459972e-01   2.7003075317876469e+03   2.6989019387376238e+03
   5.9831195275168592e-01   2.7023536791062975e+03   2.7009470149269341e+03
   5.9788119478877233e-01   2.7043998453658382e+03   2.7029921100384890e+03
   5.9745043682585863e-01   2.7064460305655984e+03   2.7050372240716183e+03
   5.9701967886294482e-01   2.7084922347049060e+03   2.7070823570256521e+03
   5.9658892090003113e-01   2.7105384577830882e+03   2.7091275088999173e+03
   5.9615816293711743e-01   2.7125846997994740e+03   2.7111726796937451e+03
   5.9572740497420384e-01   2.7146309607533890e+03   2.7132178694064619e+03
   5.9529664701129004e-01   2.7166772406441642e+03   2.7152630780373984e+03
   5.9486588904837634e-01   2.7187235394711256e+03   2.7173083055858842e+03
   5.9443513108546264e-01   2.7207698572336021e+03   2.7193535520512469e+03
   5.9400437312254895e-01   2.7228161939309198e+03   2.7213988174328160e+03
   5.9357361515963514e-01   2.7248625495624087e+03   2.7234441017299200e+03
   5.9314285719672155e-01   2.7269089241273964e+03   2.7254894049418886e+03
   5.9271209923380774e-01   2.7289553176252102e+03   2.7275347270680509e+03
   5.9228134127089416e-01   2.7310017300551785e+03   2.7295800681077358e+03
   5.9185058330798035e-01   2.7330481614166274e+03   2.7316254280602707e+03
   5.9141982534506665e-01   2.7350946117088865e+03   2.7336708069249858e+03
   5.9098906738215295e-01   2.7371410809312843e+03   2.7357162047012102e+03
   5.9055830941923926e-01   2.7391875690831471e+03   2.7377616213882725e+03
   5.9012755145632556e-01   2.7412340761638034e+03   2.7398070569855017e+03
   5.8969679349341186e-01   2.7432806021725814e+03   2.7418525114922272e+03
   5.8926603553049817e-01   2.7453271471088078e+03   2.7438979849077768e+03
   5.8883527756758447e-01   2.7473737109718118e+03   2.7459434772314803e+03
   5.8840451960467077e-01   2.7494202937609193e+03   2.7479889884626646e+03
   5.8797376164175708e-01   2.7514668954754611e+03   2.7500345186006616e+03
   5.8754300367884338e-01   2.7535135161147637e+03   2.7520800676447989e+03
   5.8711224571592968e-01   2.7555601556781526e+03   2.7541256355944047e+03
   5.8668148775301598e-01   2.7576068141649580e+03   2.7561712224488097e+03
   5.8625072979010229e-01   2.7596534915745083e+03   2.7582168282073399e+03
   5.8581997182718859e-01   2.7617001879061281e+03   2.7602624528693264e+03
   5.8538921386427478e-01   2.7637469031591495e+03   2.7623080964340975e+03
   5.8495845590136120e-01   2.7657936373328976e+03   2.7643537589009811e+03
   5.8452769793844739e-01   2.7678403904267007e+03   2.7663994402693070e+03
   5.8409693997553369e-01   2.7698871624398857e+03   2.7684451405384043e+03
   5.8366618201261999e-01   2.7719339533717812e+03   2.7704908597076010e+03
   5.8323542404970630e-01   2.7739807632217157e+03   2.7725365977762258e+03
   5.8280466608679249e-01   2.7760275919890150e+03   2.7745823547436089e+03
   5.8237390812387890e-01   2.7780744396730097e+03   2.7766281306090777e+03
   5.8194315016096521e-01   2.7801213062730253e+03   2.7786739253719611e+03
   5.8151239219805140e-01   2.7821681917883889e+03   2.7807197390315882e+03
   5.8108163423513770e-01   2.7842150962184301e+03   2.7827655715872884e+03
   5.8065087627222400e-01   2.7862620195624763e+03   2.7848114230383903e+03
   5.8022011830931031e-01   2.7883089618198542e+03   2.7868572933842211e+03
   5.7978936034639661e-01   2.7903559229898915e+03   2.7889031826241107e+03
   5.7935860238348302e-01   2.7924029030719171e+03   2.7909490907573891e+03
   5.7892784442056922e-01   2.7944499020652588e+03   2.7929950177833830e+03
   5.7849708645765552e-01   2.7964969199692428e+03   2.7950409637014213e+03
   5.7819996207864044e-01   2.7985439567831968e+03   2.7970869285108342e+03
   5.7790283769962536e-01   2.8005910125064497e+03   2.7991329122109491e+03
   5.7760571332061028e-01   2.8026380871383294e+03   2.8011789148010962e+03
   5.7730858894159531e-01   2.8046851806781619e+03   2.8032249362806015e+03
   5.7701146456258012e-01   2.8067322931252761e+03   2.8052709766487960e+03
   5.7671434018356504e-01   2.8087794244789993e+03   2.8073170359050077e+03
   5.7641721580454996e-01   2.8108265747386590e+03   2.8093631140485672e+03
   5.7612009142553500e-01   2.8128737439035826e+03   2.8114092110787997e+03
   5.7582296704651992e-01   2.8149209319730980e+03   2.8134553269950361e+03
   5.7552584266750484e-01   2.8169681389465331e+03   2.8155014617966040e+03
   5.7522871828848976e-01   2.8190153648232163e+03   2.8175476154828339e+03
   5.7493159390947468e-01   2.8210626096024730e+03   2.8195937880530514e+03
   5.7463446953045960e-01   2.8231098732836322e+03   2.8216399795065890e+03
   5.7433734515144463e-01   2.8251571558660216e+03   2.8236861898427715e+03
   5.7404022077242955e-01   2.8272044573489684e+03   2.8257324190609302e+03
   5.7374309639341436e-01   2.8292517777317994e+03   2.8277786671603926e+03
   5.7344597201439940e-01   2.8312991170138448e+03   2.8298249341404880e+03
   5.7314884763538432e-01   2.8333464751944284e+03   2.8318712200005448e+03
   5.7285172325636924e-01   2.8353938522728808e+03   2.8339175247398912e+03
   5.7255459887735416e-01   2.8374412482485282e+03   2.8359638483578560e+03
   5.7225747449833908e-01   2.8394886631206991e+03   2.8380101908537672e+03
   5.7196035011932400e-01   2.8415360968887198e+03   2.8400565522269562e+03
   5.7166322574030892e-01   2.8435835495519186e+03   2.8421029324767474e+03
   5.7136610136129384e-01   2.8456310211096225e+03   2.8441493316024721e+03
   5.7106897698227876e-01   2.8476785115611601e+03   2.8461957496034588e+03
   5.7077185260326380e-01   2.8497260209058586e+03   2.8482421864790354e+03
   5.7047472822424861e-01   2.8517735491430444e+03   2.8502886422285305e+03
   5.7017760384523364e-01   2.8538210962720459e+03   2.8523351168512731e+03
   5.6988047946621856e-01   2.8558686622921905e+03   2.8543816103465911e+03
   5.6958335508720348e-01   2.8579162472028056e+03   2.8564281227138144e+03
   5.6928623070818840e-01   2.8599638510032178e+03   2.8584746539522685e+03
   5.6898910632917332e-01   2.8620114736927571e+03   2.8605212040612855e+03
   5.6869198195015835e-01   2.8640591152707484e+03   2.8625677730401926e+03
   5.6839485757114316e-01   2.8661067757365204e+03   2.8646143608883176e+03
   5.6809773319212820e-01   2.8681544550894009e+03   2.8666609676049902e+03
   5.6780060881311312e-01   2.8702021533287166e+03   2.8687075931895379e+03
   5.6750348443409804e-01   2.8722498704537948e+03   2.8707542376412898e+03
   5.6720636005508296e-01   2.8742976064639638e+03   2.8728009009595739e+03
   5.6690923567606788e-01   2.8763453613585502e+03   2.8748475831437195e+03
   5.6661211129705280e-01   2.8783931351368815e+03   2.8768942841930552e+03
   5.6631498691803772e-01   2.8804409277982859e+03   2.8789410041069086e+03
   5.6601786253902264e-01   2.8824887393420904e+03   2.8809877428846080e+03
   5.6572073816000756e-01   2.8845365697676225e+03   2.8830345005254831e+03
   5.6542361378099260e-01   2.8865844190742100e+03   2.8850812770288612e+03
   5.6512648940197752e-01   2.8886322872611781e+03   2.8871280723940718e+03
   5.6482936502296233e-01   2.8906801743278570e+03   2.8891748866204434e+03
   5.6453224064394736e-01   2.8927280802735727e+03   2.8912217197073028e+03
   5.6423511626493217e-01   2.8947760050976535e+03   2.8932685716539800e+03
   5.6393799188591720e-01   2.8968239487994269e+03   2.8953154424598029e+03
   5.6364086750690212e-01   2.8988719113782176e+03   2.8973623321241007e+03
   5.6322077102102353e-01   2.9009198928333558e+03   2.8994092406462000e+03
   5.6280067453514482e-01   2.9029678931641688e+03   2.9014561680254310e+03
   5.6238057804926633e-01   2.9050159123699827e+03   2.9035031142611219e+03
   5.6196048156338763e-01   2.9070639504501250e+03   2.9055500793526007e+03
   5.6154038507750914e-01   2.9091120074039241e+03   2.9075970632991957e+03
   5.6112028859163043e-01   2.9111600832307054e+03   2.9096440661002348e+03
   5.6070019210575184e-01   2.9132081779297991e+03   2.9116910877550481e+03
   5.6028009561987313e-01   2.9152562915005301e+03   2.9137381282629626e+03
   5.5985999913399453e-01   2.9173044239422265e+03   2.9157851876233071e+03
   5.5943990264811594e-01   2.9193525752542159e+03   2.9178322658354105e+03
   5.5901980616223734e-01   2.9214007454358257e+03   2.9198793628986004e+03
   5.5859970967635864e-01   2.9234489344863819e+03   2.9219264788122055e+03
   5.5817961319048015e-01   2.9254971424052142e+03   2.9239736135755529e+03
   5.5775951670460144e-01   2.9275453691916473e+03   2.9260207671879725e+03
   5.5733942021872285e-01   2.9295936148450110e+03   2.9280679396487935e+03
   5.5691932373284425e-01   2.9316418793646308e+03   2.9301151309573424e+03
   5.5649922724696554e-01   2.9336901627498337e+03   2.9321623411129490e+03
   5.5607913076108706e-01   2.9357384649999499e+03   2.9342095701149392e+03
   5.5565903427520835e-01   2.9377867861143027e+03   2.9362568179626446e+03
   5.5523893778932976e-01   2.9398351260922227e+03   2.9383040846553913e+03
   5.5481884130345116e-01   2.9418834849330342e+03   2.9403513701925085e+03
   5.5439874481757256e-01   2.9439318626360673e+03   2.9423986745733241e+03
   5.5397864833169397e-01   2.9459802592006477e+03   2.9444459977971660e+03
   5.5355855184581526e-01   2.9480286746261022e+03   2.9464933398633643e+03
   5.5313845535993666e-01   2.9500771089117584e+03   2.9485407007712456e+03
   5.5271835887405807e-01   2.9521255620569450e+03   2.9505880805201382e+03
   5.5229826238817936e-01   2.9541740340609886e+03   2.9526354791093718e+03
   5.5187816590230088e-01   2.9562225249232147e+03   2.9546828965382729e+03
   5.5145806941642217e-01   2.9582710346429521e+03   2.9567303328061707e+03
   5.5103797293054357e-01   2.9603195632195275e+03   2.9587777879123946e+03
   5.5061787644466498e-01   2.9623681106522690e+03   2.9608252618562710e+03
   5.5019777995878627e-01   2.9644166769405028e+03   2.9628727546371292e+03
   5.4977768347290767e-01   2.9664652620835568e+03   2.9649202662542966e+03
   5.4935758698702908e-01   2.9685138660807575e+03   2.9669677967071029e+03
   5.4893749050115048e-01   2.9705624889314327e+03   2.9690153459948747e+03
   5.4851739401527189e-01   2.9726111306349089e+03   2.9710629141169411e+03
   5.4809729752939329e-01   2.9746597911905137e+03   2.9731105010726305e+03
   5.4767720104351458e-01   2.9767084705975744e+03   2.9751581068612709e+03
   5.4725710455763599e-01   2.9787571688554190e+03   2.9772057314821905e+03
   5.4683700807175739e-01   2.9808058859633720e+03   2.9792533749347181e+03
   5.4641691158587880e-01   2.9828546219207633e+03   2.9813010372181811e+03
   5.4599681510000020e-01   2.9849033767269193e+03   2.9833487183319080e+03
   5.4557671861412160e-01   2.9869521503811657e+03   2.9853964182752266e+03
   5.4515662212824290e-01   2.9890009428828316e+03   2.9874441370474665e+03
   5.4473652564236430e-01   2.9910497542312437e+03   2.9894918746479539e+03
   5.4431642915648570e-01   2.9930985844257284e+03   2.9915396310760184e+03
   5.4389633267060700e-01   2.9951474334656136e+03   2.9935874063309880e+03
   5.4347623618472851e-01   2.9971963013502259e+03   2.9956352004121909e+03
   5.4305613969884980e-01   2.9992451880788922e+03   2.9976830133189537e+03
   5.4263604321297121e-01   3.0012940936509403e+03   2.9997308450506080e+03
   5.4184204051023677e-01   3.0033430180656969e+03   3.0017786956064779e+03
   5.4104803780750244e-01   3.0053919613224894e+03   3.0038265649858949e+03
   5.4025403510476788e-01   3.0074409234206455e+03   3.0058744531881857e+03
   5.3946003240203355e-01   3.0094899043594901e+03   3.0079223602126785e+03
   5.3866602969929911e-01   3.0115389041383528e+03   3.0099702860587017e+03
   5.3787202699656478e-01   3.0135879227565592e+03   3.0120182307255836e+03
   5.3707802429383034e-01   3.0156369602134364e+03   3.0140661942126521e+03
   5.3628402159109589e-01   3.0176860165083131e+03   3.0161141765192351e+03
   5.3549001888836156e-01   3.0197350916405144e+03   3.0181621776446605e+03
   5.3469601618562712e-01   3.0217841856093678e+03   3.0202101975882579e+03
   5.3390201348289268e-01   3.0238332984142012e+03   3.0222582363493530e+03
   5.3310801078015824e-01   3.0258824300543411e+03   3.0243062939272768e+03
   5.3231400807742379e-01   3.0279315805291144e+03   3.0263543703213545e+03
   5.3152000537468946e-01   3.0299807498378486e+03   3.0284024655309163e+03
   5.3072600267195502e-01   3.0320299379798703e+03   3.0304505795552891e+03
   5.2993199996922058e-01   3.0340791449545068e+03   3.0324987123938035e+03
   5.2913799726648614e-01   3.0361283707610860e+03   3.0345468640457848e+03
   5.2834399456375181e-01   3.0381776153989326e+03   3.0365950345105607e+03
   5.2754999186101736e-01   3.0402268788673764e+03   3.0386432237874615e+03
   5.2675598915828292e-01   3.0422761611657411e+03   3.0406914318758136e+03
   5.2596198645554859e-01   3.0443254622933568e+03   3.0427396587749458e+03
   5.2516798375281415e-01   3.0463747822495493e+03   3.0447879044841870e+03
   5.2437398105007971e-01   3.0484241210336454e+03   3.0468361690028642e+03
   5.2357997834734527e-01   3.0504734786449726e+03   3.0488844523303055e+03
   5.2278597564461093e-01   3.0525228550828583e+03   3.0509327544658390e+03
   5.2199197294187649e-01   3.0545722503466272e+03   3.0529810754087925e+03
   5.2119797023914205e-01   3.0566216644356105e+03   3.0550294151584944e+03
   5.2040396753640761e-01   3.0586710973491308e+03   3.0570777737142744e+03
   5.1960996483367328e-01   3.0607205490865172e+03   3.0591261510754575e+03
   5.1881596213093872e-01   3.0627700196470973e+03   3.0611745472413731e+03
   5.1802195942820439e-01   3.0648195090301961e+03   3.0632229622113500e+03
   5.1722795672547006e-01   3.0668690172351417e+03   3.0652713959847151e+03
   5.1643395402273551e-01   3.0689185442612616e+03   3.0673198485607963e+03
   5.1563995132000118e-01   3.0709680901078823e+03   3.0693683199389225e+03
   5.1484594861726674e-01   3.0730176547743295e+03   3.0714168101184218e+03
   5.1405194591453229e-01   3.0750672382599319e+03   3.0734653190986210e+03
   5.1325794321179785e-01   3.0771168405640155e+03   3.0755138468788496e+03
   5.1246394050906352e-01   3.0791664616859084e+03   3.0775623934584346e+03
   5.1166993780632908e-01   3.0812161016249361e+03   3.0796109588367040e+03
   5.1087593510359464e-01   3.0832657603804255e+03   3.0816595430129855e+03
   5.1008193240086031e-01   3.0853154379517055e+03   3.0837081459866095e+03
   5.0928792969812586e-01   3.0873651343381007e+03   3.0857567677569004e+03
   5.0849392699539142e-01   3.0894148495389395e+03   3.0878054083231887e+03
   5.0769992429265698e-01   3.0914645835535480e+03   3.0898540676848011e+03
   5.0690592158992265e-01   3.0935143363812531e+03   3.0919027458410665e+03
   5.0611191888718821e-01   3.0955641080213818e+03   3.0939514427913114e+03
   5.0531791618445376e-01   3.0976138984732620e+03   3.0960001585348650e+03
   5.0452391348171943e-01   3.0996637077362188e+03   3.0980488930710558e+03
   5.0372991077898499e-01   3.1017135358095811e+03   3.1000976463992110e+03
   5.0293590807625055e-01   3.1037633826926735e+03   3.1021464185186574e+03
   5.0167496098889086e-01   3.1058132483848253e+03   3.1041952094287244e+03
   5.0041401390153117e-01   3.1078631328853617e+03   3.1062440191287410e+03
   4.9915306681417143e-01   3.1099130361936100e+03   3.1082928476180314e+03
   4.9789211972681174e-01   3.1119629583088977e+03   3.1103416948959270e+03
   4.9663117263945211e-01   3.1140128992305508e+03   3.1123905609617541e+03
   4.9537022555209237e-01   3.1160628589578960e+03   3.1144394458148413e+03
   4.9410927846473263e-01   3.1181128374902605e+03   3.1164883494545165e+03
   4.9284833137737294e-01   3.1201628348269719e+03   3.1185372718801077e+03
   4.9158738429001331e-01   3.1222128509673571e+03   3.1205862130909422e+03
   4.9032643720265356e-01   3.1242628859107404e+03   3.1226351730863471e+03
   4.8906549011529388e-01   3.1263129396564518e+03   3.1246841518656524e+03
   4.8780454302793419e-01   3.1283630122038162e+03   3.1267331494281852e+03
   4.8654359594057445e-01   3.1304131035521623e+03   3.1287821657732729e+03
   4.8528264885321470e-01   3.1324632137008148e+03   3.1308312009002434e+03
   4.8402170176585502e-01   3.1345133426491011e+03   3.1328802548084245e+03
   4.8276075467849533e-01   3.1365634903963492e+03   3.1349293274971446e+03
   4.8149980759113564e-01   3.1386136569418841e+03   3.1369784189657325e+03
   4.8023886050377596e-01   3.1406638422850338e+03   3.1390275292135134e+03
   4.7897791341641627e-01   3.1427140464251247e+03   3.1410766582398178e+03
   4.7771696632905652e-01   3.1447642693614844e+03   3.1431258060439718e+03
   4.7645601924169689e-01   3.1468145110934388e+03   3.1451749726253047e+03
   4.7519507215433721e-01   3.1488647716203150e+03   3.1472241579831430e+03
   4.7393412506697746e-01   3.1509150509414394e+03   3.1492733621168159e+03
   4.7267317797961778e-01   3.1529653490561400e+03   3.1513225850256504e+03
   4.7141223089225803e-01   3.1550156659637423e+03   3.1533718267089730e+03
   4.7015128380489835e-01   3.1570660016635729e+03   3.1554210871661148e+03
   4.6889033671753866e-01   3.1591163561549597e+03   3.1574703663964010e+03
   4.6762938963017897e-01   3.1611667294372282e+03   3.1595196643991594e+03
   4.6636844254281928e-01   3.1632171215097069e+03   3.1615689811737197e+03
   4.6510749545545960e-01   3.1652675323717212e+03   3.1636183167194085e+03
   4.6384654836809985e-01   3.1673179620225983e+03   3.1656676710355541e+03
   4.6258560128074017e-01   3.1693684104616641e+03   3.1677170441214830e+03
   4.6132465419338042e-01   3.1714188776882465e+03   3.1697664359765258e+03
   4.6006370710602079e-01   3.1734693637016726e+03   3.1718158466000068e+03
   4.5880276001866105e-01   3.1755198685012688e+03   3.1738652759912566e+03
   4.5754181293130136e-01   3.1775703920863602e+03   3.1759147241496012e+03
   4.5628086584394167e-01   3.1796209344562749e+03   3.1779641910743690e+03
   4.5501991875658193e-01   3.1816714956103397e+03   3.1800136767648883e+03
   4.5375897166922230e-01   3.1837220755478811e+03   3.1820631812204870e+03
   4.5249802458186256e-01   3.1857726742682266e+03   3.1841127044404911e+03
   4.5123707749450287e-01   3.1878232917707010e+03   3.1861622464242305e+03
   4.4997613040714313e-01   3.1898739280546329e+03   3.1882118071710320e+03
   4.4871518331978349e-01   3.1919245831193484e+03   3.1902613866802235e+03
   4.4745423623242375e-01   3.1939752569641737e+03   3.1923109849511329e+03
   4.4619328914506406e-01   3.1960259495884366e+03   3.1943606019830872e+03
   4.4493234205770438e-01   3.1980766609914622e+03   3.1964102377754161e+03
   4.4367139497034469e-01   3.2001273911725789e+03   3.1984598923274448e+03
   4.4241044788298495e-01   3.2021781401311127e+03   3.2005095656385029e+03
   4.4114950079562532e-01   3.2042289078663898e+03   3.2025592577079174e+03
   4.3988855370826557e-01   3.2062796943777366e+03   3.2046089685350162e+03
   4.3829609159881672e-01   3.2083304996644815e+03   3.2066586981191272e+03
   4.3670362948936786e-01   3.2103813237259496e+03   3.2087084464595773e+03
   4.3511116737991901e-01   3.2124321665614684e+03   3.2107582135556954e+03
   4.3351870527047015e-01   3.2144830281703639e+03   3.2128079994068084e+03
   4.3192624316102135e-01   3.2165339085519636e+03   3.2148578040122447e+03
   4.3033378105157244e-01   3.2185848077055939e+03   3.2169076273713322e+03
   4.2874131894212358e-01   3.2206357256305810e+03   3.2189574694833977e+03
   4.2714885683267467e-01   3.2226866623262517e+03   3.2210073303477693e+03
   4.2555639472322593e-01   3.2247376177919327e+03   3.2230572099637748e+03
   4.2396393261377702e-01   3.2267885920269514e+03   3.2251071083307415e+03
   4.2237147050432816e-01   3.2288395850306333e+03   3.2271570254479975e+03
   4.2077900839487925e-01   3.2308905968023055e+03   3.2292069613148710e+03
   4.1918654628543045e-01   3.2329416273412949e+03   3.2312569159306881e+03
   4.1759408417598159e-01   3.2349926766469280e+03   3.2333068892947781e+03
   4.1600162206653268e-01   3.2370437447185313e+03   3.2353568814064688e+03
   4.1440915995708388e-01   3.2390948315554310e+03   3.2374068922650863e+03
   4.1281669784763497e-01   3.2411459371569549e+03   3.2394569218699598e+03
   4.1122423573818623e-01   3.2431970615224282e+03   3.2415069702204160e+03
   4.0963177362873726e-01   3.2452482046511782e+03   3.2435570373157839e+03
   4.0803931151928846e-01   3.2472993665425324e+03   3.2456071231553888e+03
   4.0644684940983961e-01   3.2493505471958151e+03   3.2476572277385603e+03
   4.0485438730039081e-01   3.2514017466103560e+03   3.2497073510646260e+03
   4.0326192519094195e-01   3.2534529647854793e+03   3.2517574931329132e+03
   4.0166946308149304e-01   3.2555042017205128e+03   3.2538076539427489e+03
   4.0007700097204418e-01   3.2575554574147823e+03   3.2558578334934618e+03
   3.9848453886259533e-01   3.2596067318676146e+03   3.2579080317843795e+03
   3.9689207675314647e-01   3.2616580250783363e+03   3.2599582488148285e+03
   3.9529961464369756e-01   3.2637093370462753e+03   3.2620084845841379e+03
   3.9370715253424876e-01   3.2657606677707558e+03   3.2640587390916344e+03
   3.9211469042479991e-01   3.2678120172511067e+03   3.2661090123366453e+03
   3.9052222831535105e-01   3.2698633854866534e+03   3.2681593043184994e+03
   3.8892976620590219e-01   3.2719147724767213e+03   3.2702096150365237e+03
   3.8733730409645334e-01   3.2739661782206399e+03   3.2722599444900466e+03
   3.8574484198700448e-01   3.2760176027177326e+03   3.2743102926783931e+03
   3.8415237987755563e-01   3.2780690459673283e+03   3.2763606596008949e+03
   3.8255991776810683e-01   3.2801205079687529e+03   3.2784110452568762e+03
   3.8096745565865792e-01   3.2821719887213326e+03   3.2804614496456666e+03
   3.7937499354920901e-01   3.2842234882243943e+03   3.2825118727665927e+03
   3.7778253143976021e-01   3.2862750064772636e+03   3.2845623146189819e+03
   3.7619006933031135e-01   3.2883265434792684e+03   3.2866127752021634e+03
   3.7459760722086249e-01   3.2903780992297347e+03   3.2886632545154634e+03
   3.7300514511141364e-01   3.2924296737279892e+03   3.2907137525582098e+03
   3.7141268300196478e-01   3.2944812669733587e+03   3.2927642693297303e+03
   3.6982022089251593e-01   3.2965328789651685e+03   3.2948148048293519e+03
   3.6822775878306707e-01   3.2985845097027468e+03   3.2968653590564031e+03
   3.6663529667361822e-01   3.3006361591854179e+03   3.2989159320102108e+03
   3.6504283456416936e-01   3.3026878274125106e+03   3.3009665236901033e+03
   3.6345037245472051e-01   3.3047395143833510e+03   3.3030171340954075e+03
   3.6185791034527165e-01   3.3067912200972646e+03   3.3050677632254524e+03
   3.6026544823582279e-01   3.3088429445535780e+03   3.3071184110795630e+03
   3.5864789422462023e-01   3.3108946877516196e+03   3.3091690776570690e+03
   3.5703034021341762e-01   3.3129464496907140e+03   3.3112197629572979e+03
   3.5541278620221506e-01   3.3149982303701872e+03   3.3132704669795758e+03
   3.5379523219101244e-01   3.3170500297893677e+03   3.3153211897232313e+03
   3.5217767817980988e-01   3.3191018479475806e+03   3.3173719311875916e+03
   3.5056012416860727e-01   3.3211536848441533e+03   3.3194226913719854e+03
   3.4894257015740471e-01   3.3232055404784114e+03   3.3214734702757382e+03
   3.4732501614620209e-01   3.3252574148496824e+03   3.3235242678981790e+03
   3.4570746213499959e-01   3.3273093079572918e+03   3.3255750842386360e+03
   3.4408990812379692e-01   3.3293612198005662e+03   3.3276259192964344e+03
   3.4247235411259436e-01   3.3314131503788326e+03   3.3296767730709039e+03
   3.4085480010139174e-01   3.3334650996914179e+03   3.3317276455613705e+03
   3.3923724609018918e-01   3.3355170677376482e+03   3.3337785367671631e+03
   3.3761969207898662e-01   3.3375690545168491e+03   3.3358294466876096e+03
   3.3600213806778401e-01   3.3396210600283480e+03   3.3378803753220345e+03
   3.3438458405658145e-01   3.3416730842714710e+03   3.3399313226697686e+03
   3.3276703004537883e-01   3.3437251272455442e+03   3.3419822887301380e+03
   3.3114947603417622e-01   3.3457771889498940e+03   3.3440332735024708e+03
   3.2953192202297366e-01   3.3478292693838484e+03   3.3460842769860942e+03
   3.2791436801177110e-01   3.3498813685467335e+03   3.3481352991803356e+03
   3.2629681400056854e-01   3.3519334864378739e+03   3.3501863400845223e+03
   3.2467925998936592e-01   3.3539856230565979e+03   3.3522373996979827e+03
   3.2306170597816336e-01   3.3560377784022317e+03   3.3542884780200434e+03
   3.2144415196696074e-01   3.3580899524741003e+03   3.3563395750500317e+03
   3.1982659795575819e-01   3.3601421452715326e+03   3.3583906907872770e+03
   3.1820904394455557e-01   3.3621943567938515e+03   3.3604418252311043e+03
   3.1659148993335295e-01   3.3642465870403876e+03   3.3624929783808434e+03
   3.1497393592215039e-01   3.3662988360104641e+03   3.3645441502358199e+03
   3.1335638191094783e-01   3.3683511037034100e+03   3.3665953407953621e+03
   3.1173882789974522e-01   3.3704033901185494e+03   3.3686465500587974e+03
   3.1012127388854260e-01   3.3724556952552107e+03   3.3706977780254533e+03
   3.0850371987734004e-01   3.3745080191127186e+03   3.3727490246946581e+03
   3.0688616586613748e-01   3.3765603616904004e+03   3.3748002900657375e+03
   3.0526861185493492e-01   3.3786127229875829e+03   3.3768515741380211e+03
   3.0365105784373231e-01   3.3806651030035919e+03   3.3789028769108345e+03
   3.0203350383252969e-01   3.3827175017377540e+03   3.3809541983835061e+03
   3.0041594982132713e-01   3.3847699191893953e+03   3.3830055385553633e+03
   2.9879839581012457e-01   3.3868223553578432e+03   3.3850568974257344e+03
   2.9718084179892196e-01   3.3888748102424220e+03   3.3871082749939451e+03
   2.9556328778771940e-01   3.3909272838424604e+03   3.3891596712593237e+03
   2.9394573377651678e-01   3.3929797761572850e+03   3.3912110862211975e+03
   2.9232817976531422e-01   3.3950322871862195e+03   3.3932625198788951e+03
   2.9071062575411161e-01   3.3970848169285928e+03   3.3953139722317428e+03
   2.8909307174290905e-01   3.3991373653837304e+03   3.3973654432790686e+03
   2.8747551773170643e-01   3.4011899325509589e+03   3.3994169330201994e+03
   2.8585796372050387e-01   3.4032425184296035e+03   3.4014684414544622e+03
   2.8424040970930126e-01   3.4052951230189929e+03   3.4035199685811854e+03
   2.8262285569809870e-01   3.4073477463184518e+03   3.4055715143996968e+03
   2.8100530168689608e-01   3.4094003883273072e+03   3.4076230789093233e+03
   2.7938774767569352e-01   3.4114530490448847e+03   3.4096746621093921e+03
   2.7806648771735554e-01   3.4135057284705122e+03   3.4117262639992309e+03
   2.7674522775901755e-01   3.4155584266035144e+03   3.4137778845781672e+03
   2.7542396780067951e-01   3.4176111434432187e+03   3.4158295238455280e+03
   2.7410270784234159e-01   3.4196638789889521e+03   3.4178811818006416e+03
   2.7278144788400360e-01   3.4217166332400384e+03   3.4199328584428345e+03
   2.7146018792566562e-01   3.4237694061958077e+03   3.4219845537714355e+03
   2.7013892796732764e-01   3.4258221978555830e+03   3.4240362677857697e+03
   2.6881766800898960e-01   3.4278750082186916e+03   3.4260880004851656e+03
   2.6749640805065167e-01   3.4299278372844610e+03   3.4281397518689523e+03
   2.6617514809231368e-01   3.4319806850522177e+03   3.4301915219364555e+03
   2.6485388813397570e-01   3.4340335515212851e+03   3.4322433106870030e+03
   2.6353262817563766e-01   3.4360864366909932e+03   3.4342951181199214e+03
   2.6221136821729968e-01   3.4381393405606668e+03   3.4363469442345395e+03
   2.6089010825896169e-01   3.4401922631296316e+03   3.4383987890301846e+03
